,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Title,Senior,Family,Single,Small,Medium,Large
321,0.0,3,male,27.0,0,0,7.8958,S,Mr,0,1,True,False,False,False
322,1.0,2,female,30.0,0,0,12.35,Q,Miss,0,1,True,False,False,False
323,1.0,2,female,22.0,1,1,29.0,S,Mrs,0,3,False,True,False,False
324,0.0,3,male,30.0,8,2,69.55,S,Mr,0,11,False,False,False,True
325,1.0,1,female,36.0,0,0,135.6333,C,Miss,0,1,True,False,False,False
326,0.0,3,male,61.0,0,0,6.2375,S,Mr,0,1,True,False,False,False
327,1.0,2,female,36.0,0,0,13.0,S,Mrs,0,1,True,False,False,False
328,1.0,3,female,31.0,1,1,20.525,S,Mrs,0,3,False,True,False,False
329,1.0,1,female,16.0,0,1,57.9792,C,Miss,0,2,False,True,False,False
330,1.0,3,female,22.0,2,0,23.25,Q,Miss,0,3,False,True,False,False
331,0.0,1,male,45.5,0,0,28.5,S,Mr,0,1,True,False,False,False
332,0.0,1,male,38.0,0,1,153.4625,S,Mr,0,2,False,True,False,False
333,0.0,3,male,16.0,2,0,18.0,S,Mr,0,3,False,True,False,False
334,1.0,1,female,35.5,1,0,133.65,S,Mrs,0,2,False,True,False,False
335,0.0,3,male,30.0,0,0,7.8958,S,Mr,0,1,True,False,False,False
336,0.0,1,male,29.0,1,0,66.6,S,Mr,0,2,False,True,False,False
337,1.0,1,female,41.0,0,0,134.5,C,Miss,0,1,True,False,False,False
338,1.0,3,male,45.0,0,0,8.05,S,Mr,0,1,True,False,False,False
339,0.0,1,male,45.0,0,0,35.5,S,Mr,0,1,True,False,False,False
340,1.0,2,male,2.0,1,1,26.0,S,Master,0,3,False,True,False,False
341,1.0,1,female,24.0,3,2,263.0,S,Miss,0,6,False,False,True,False
342,0.0,2,male,28.0,0,0,13.0,S,Mr,0,1,True,False,False,False
343,0.0,2,male,25.0,0,0,13.0,S,Mr,0,1,True,False,False,False
344,0.0,2,male,36.0,0,0,13.0,S,Mr,0,1,True,False,False,False
345,1.0,2,female,24.0,0,0,13.0,S,Miss,0,1,True,False,False,False
346,1.0,2,female,40.0,0,0,13.0,S,Miss,0,1,True,False,False,False
347,1.0,3,female,35.5,1,0,16.1,S,Mrs,0,2,False,True,False,False
348,1.0,3,male,3.0,1,1,15.9,S,Master,0,3,False,True,False,False
349,0.0,3,male,42.0,0,0,8.6625,S,Mr,0,1,True,False,False,False
350,0.0,3,male,23.0,0,0,9.225,S,Mr,0,1,True,False,False,False
351,0.0,1,male,30.0,0,0,35.0,S,Mr,0,1,True,False,False,False
352,0.0,3,male,15.0,1,1,7.2292,C,Mr,0,3,False,True,False,False
353,0.0,3,male,25.0,1,0,17.8,S,Mr,0,2,False,True,False,False
354,0.0,3,male,30.0,0,0,7.225,C,Mr,0,1,True,False,False,False
355,0.0,3,male,28.0,0,0,9.5,S,Mr,0,1,True,False,False,False
356,1.0,1,female,22.0,0,1,55.0,S,Miss,0,2,False,True,False,False
357,0.0,2,female,38.0,0,0,13.0,S,Miss,0,1,True,False,False,False
358,1.0,3,female,22.0,0,0,7.8792,Q,Miss,0,1,True,False,False,False
359,1.0,3,female,22.0,0,0,7.8792,Q,Miss,0,1,True,False,False,False
360,0.0,3,male,40.0,1,4,27.9,S,Mr,0,6,False,False,True,False
361,0.0,2,male,29.0,1,0,27.7208,C,Mr,0,2,False,True,False,False
362,0.0,3,female,45.0,0,1,14.4542,C,Mrs,0,2,False,True,False,False
363,0.0,3,male,35.0,0,0,7.05,S,Mr,0,1,True,False,False,False
364,0.0,3,male,30.0,1,0,15.5,Q,Mr,0,2,False,True,False,False
365,0.0,3,male,30.0,0,0,7.25,S,Mr,0,1,True,False,False,False
366,1.0,1,female,60.0,1,0,75.25,C,Mrs,0,2,False,True,False,False
367,1.0,3,female,35.5,0,0,7.2292,C,Mrs,0,1,True,False,False,False
368,1.0,3,female,22.0,0,0,7.75,Q,Miss,0,1,True,False,False,False
369,1.0,1,female,24.0,0,0,69.3,C,Mrs,0,1,True,False,False,False
370,1.0,1,male,25.0,1,0,55.4417,C,Mr,0,2,False,True,False,False
371,0.0,3,male,18.0,1,0,6.4958,S,Mr,0,2,False,True,False,False
372,0.0,3,male,19.0,0,0,8.05,S,Mr,0,1,True,False,False,False
373,0.0,1,male,22.0,0,0,135.6333,C,Mr,0,1,True,False,False,False
374,0.0,3,female,3.0,3,1,21.075,S,Miss,0,5,False,False,True,False
375,1.0,1,female,35.5,1,0,82.1708,C,Mrs,0,2,False,True,False,False
376,1.0,3,female,22.0,0,0,7.25,S,Miss,0,1,True,False,False,False
377,0.0,1,male,27.0,0,2,211.5,C,Mr,0,3,False,True,False,False
378,0.0,3,male,20.0,0,0,4.0125,C,Mr,0,1,True,False,False,False
379,0.0,3,male,19.0,0,0,7.775,S,Mr,0,1,True,False,False,False
380,1.0,1,female,42.0,0,0,227.525,C,Miss,0,1,True,False,False,False
381,1.0,3,female,1.0,0,2,15.7417,C,Miss,0,3,False,True,False,False
382,0.0,3,male,32.0,0,0,7.925,S,Mr,0,1,True,False,False,False
383,1.0,1,female,35.0,1,0,52.0,S,Mrs,0,2,False,True,False,False
384,0.0,3,male,30.0,0,0,7.8958,S,Mr,0,1,True,False,False,False
385,0.0,2,male,18.0,0,0,73.5,S,Mr,0,1,True,False,False,False
386,0.0,3,male,1.0,5,2,46.9,S,Master,0,8,False,False,False,True
387,1.0,2,female,36.0,0,0,13.0,S,Miss,0,1,True,False,False,False
388,0.0,3,male,30.0,0,0,7.7292,Q,Mr,0,1,True,False,False,False
389,1.0,2,female,17.0,0,0,12.0,C,Miss,0,1,True,False,False,False
390,1.0,1,male,36.0,1,2,120.0,S,Mr,0,4,False,True,False,False
391,1.0,3,male,21.0,0,0,7.7958,S,Mr,0,1,True,False,False,False
392,0.0,3,male,28.0,2,0,7.925,S,Mr,0,3,False,True,False,False
393,1.0,1,female,23.0,1,0,113.275,C,Miss,0,2,False,True,False,False
394,1.0,3,female,24.0,0,2,16.7,S,Mrs,0,3,False,True,False,False
395,0.0,3,male,22.0,0,0,7.7958,S,Mr,0,1,True,False,False,False
396,0.0,3,female,31.0,0,0,7.8542,S,Miss,0,1,True,False,False,False
397,0.0,2,male,46.0,0,0,26.0,S,Mr,0,1,True,False,False,False
398,0.0,2,male,23.0,0,0,10.5,S,Mr,0,1,True,False,False,False
399,1.0,2,female,28.0,0,0,12.65,S,Mrs,0,1,True,False,False,False
400,1.0,3,male,39.0,0,0,7.925,S,Mr,0,1,True,False,False,False
401,0.0,3,male,26.0,0,0,8.05,S,Mr,0,1,True,False,False,False
402,0.0,3,female,21.0,1,0,9.825,S,Miss,0,2,False,True,False,False
403,0.0,3,male,28.0,1,0,15.85,S,Mr,0,2,False,True,False,False
404,0.0,3,female,20.0,0,0,8.6625,S,Miss,0,1,True,False,False,False
405,0.0,2,male,34.0,1,0,21.0,S,Mr,0,2,False,True,False,False
406,0.0,3,male,51.0,0,0,7.75,S,Mr,0,1,True,False,False,False
407,1.0,2,male,3.0,1,1,18.75,S,Master,0,3,False,True,False,False
408,0.0,3,male,21.0,0,0,7.775,S,Mr,0,1,True,False,False,False
409,0.0,3,female,22.0,3,1,25.4667,S,Miss,0,5,False,False,True,False
410,0.0,3,male,30.0,0,0,7.8958,S,Mr,0,1,True,False,False,False
411,0.0,3,male,30.0,0,0,6.8583,Q,Mr,0,1,True,False,False,False
412,1.0,1,female,33.0,1,0,90.0,Q,Miss,0,2,False,True,False,False
413,0.0,2,male,30.0,0,0,0.0,S,Mr,0,1,True,False,False,False
414,1.0,3,male,44.0,0,0,7.925,S,Mr,0,1,True,False,False,False
415,0.0,3,female,35.5,0,0,8.05,S,Mrs,0,1,True,False,False,False
416,1.0,2,female,34.0,1,1,32.5,S,Mrs,0,3,False,True,False,False
417,1.0,2,female,18.0,0,2,13.0,S,Miss,0,3,False,True,False,False
418,0.0,2,male,30.0,0,0,13.0,S,Mr,0,1,True,False,False,False
419,0.0,3,female,10.0,0,2,24.15,S,Miss,0,3,False,True,False,False
420,0.0,3,male,30.0,0,0,7.8958,C,Mr,0,1,True,False,False,False
421,0.0,3,male,21.0,0,0,7.7333,Q,Mr,0,1,True,False,False,False
422,0.0,3,male,29.0,0,0,7.875,S,Mr,0,1,True,False,False,False
423,0.0,3,female,28.0,1,1,14.4,S,Mrs,0,3,False,True,False,False
424,0.0,3,male,18.0,1,1,20.2125,S,Mr,0,3,False,True,False,False
425,0.0,3,male,30.0,0,0,7.25,S,Mr,0,1,True,False,False,False
426,1.0,2,female,28.0,1,0,26.0,S,Mrs,0,2,False,True,False,False
427,1.0,2,female,19.0,0,0,26.0,S,Miss,0,1,True,False,False,False
428,0.0,3,male,30.0,0,0,7.75,Q,Mr,0,1,True,False,False,False
429,1.0,3,male,32.0,0,0,8.05,S,Mr,0,1,True,False,False,False
430,1.0,1,male,28.0,0,0,26.55,S,Mr,0,1,True,False,False,False
431,1.0,3,female,35.5,1,0,16.1,S,Mrs,0,2,False,True,False,False
432,1.0,2,female,42.0,1,0,26.0,S,Mrs,0,2,False,True,False,False
433,0.0,3,male,17.0,0,0,7.125,S,Mr,0,1,True,False,False,False
434,0.0,1,male,50.0,1,0,55.9,S,Mr,0,2,False,True,False,False
435,1.0,1,female,14.0,1,2,120.0,S,Miss,0,4,False,True,False,False
436,0.0,3,female,21.0,2,2,34.375,S,Miss,0,5,False,False,True,False
437,1.0,2,female,24.0,2,3,18.75,S,Mrs,0,6,False,False,True,False
438,0.0,1,male,64.0,1,4,263.0,S,Mr,0,6,False,False,True,False
439,0.0,2,male,31.0,0,0,10.5,S,Mr,0,1,True,False,False,False
440,1.0,2,female,45.0,1,1,26.25,S,Mrs,0,3,False,True,False,False
441,0.0,3,male,20.0,0,0,9.5,S,Mr,0,1,True,False,False,False
442,0.0,3,male,25.0,1,0,7.775,S,Mr,0,2,False,True,False,False
443,1.0,2,female,28.0,0,0,13.0,S,Miss,0,1,True,False,False,False
444,1.0,3,male,30.0,0,0,8.1125,S,Mr,0,1,True,False,False,False
445,1.0,1,male,4.0,0,2,81.8583,S,Master,0,3,False,True,False,False
446,1.0,2,female,13.0,0,1,19.5,S,Miss,0,2,False,True,False,False
447,1.0,1,male,34.0,0,0,26.55,S,Mr,0,1,True,False,False,False
448,1.0,3,female,5.0,2,1,19.2583,C,Miss,0,4,False,True,False,False
449,1.0,1,male,52.0,0,0,30.5,S,Mr,0,1,True,False,False,False
450,0.0,2,male,36.0,1,2,27.75,S,Mr,0,4,False,True,False,False
451,0.0,3,male,30.0,1,0,19.9667,S,Mr,0,2,False,True,False,False
452,0.0,1,male,30.0,0,0,27.75,C,Mr,0,1,True,False,False,False
453,1.0,1,male,49.0,1,0,89.1042,C,Mr,0,2,False,True,False,False
454,0.0,3,male,30.0,0,0,8.05,S,Mr,0,1,True,False,False,False
455,1.0,3,male,29.0,0,0,7.8958,C,Mr,0,1,True,False,False,False
456,0.0,1,male,65.0,0,0,26.55,S,Mr,0,1,True,False,False,False
457,1.0,1,female,35.5,1,0,51.8625,S,Mrs,0,2,False,True,False,False
458,1.0,2,female,50.0,0,0,10.5,S,Miss,0,1,True,False,False,False
459,0.0,3,male,30.0,0,0,7.75,Q,Mr,0,1,True,False,False,False
460,1.0,1,male,48.0,0,0,26.55,S,Mr,0,1,True,False,False,False
461,0.0,3,male,34.0,0,0,8.05,S,Mr,0,1,True,False,False,False
462,0.0,1,male,47.0,0,0,38.5,S,Mr,0,1,True,False,False,False
463,0.0,2,male,48.0,0,0,13.0,S,Mr,0,1,True,False,False,False
464,0.0,3,male,30.0,0,0,8.05,S,Mr,0,1,True,False,False,False
465,0.0,3,male,38.0,0,0,7.05,S,Mr,0,1,True,False,False,False
466,0.0,2,male,30.0,0,0,0.0,S,Mr,0,1,True,False,False,False
467,0.0,1,male,56.0,0,0,26.55,S,Mr,0,1,True,False,False,False
468,0.0,3,male,30.0,0,0,7.725,Q,Mr,0,1,True,False,False,False
469,1.0,3,female,0.75,2,1,19.2583,C,Miss,0,4,False,True,False,False
470,0.0,3,male,30.0,0,0,7.25,S,Mr,0,1,True,False,False,False
471,0.0,3,male,38.0,0,0,8.6625,S,Mr,0,1,True,False,False,False
472,1.0,2,female,33.0,1,2,27.75,S,Mrs,0,4,False,True,False,False
473,1.0,2,female,23.0,0,0,13.7917,C,Mrs,0,1,True,False,False,False
474,0.0,3,female,22.0,0,0,9.8375,S,Miss,0,1,True,False,False,False
475,0.0,1,male,30.0,0,0,52.0,S,Mr,0,1,True,False,False,False
476,0.0,2,male,34.0,1,0,21.0,S,Mr,0,2,False,True,False,False
477,0.0,3,male,29.0,1,0,7.0458,S,Mr,0,2,False,True,False,False
478,0.0,3,male,22.0,0,0,7.5208,S,Mr,0,1,True,False,False,False
479,1.0,3,female,2.0,0,1,12.2875,S,Miss,0,2,False,True,False,False
480,0.0,3,male,9.0,5,2,46.9,S,Master,0,8,False,False,False,True
481,0.0,2,male,30.0,0,0,0.0,S,Mr,0,1,True,False,False,False
482,0.0,3,male,50.0,0,0,8.05,S,Mr,0,1,True,False,False,False
483,1.0,3,female,63.0,0,0,9.5875,S,Mrs,0,1,True,False,False,False
484,1.0,1,male,25.0,1,0,91.0792,C,Mr,0,2,False,True,False,False
485,0.0,3,female,22.0,3,1,25.4667,S,Miss,0,5,False,False,True,False
486,1.0,1,female,35.0,1,0,90.0,S,Mrs,0,2,False,True,False,False
487,0.0,1,male,58.0,0,0,29.7,C,Mr,0,1,True,False,False,False
488,0.0,3,male,30.0,0,0,8.05,S,Mr,0,1,True,False,False,False
489,1.0,3,male,9.0,1,1,15.9,S,Master,0,3,False,True,False,False
490,0.0,3,male,30.0,1,0,19.9667,S,Mr,0,2,False,True,False,False
491,0.0,3,male,21.0,0,0,7.25,S,Mr,0,1,True,False,False,False
492,0.0,1,male,55.0,0,0,30.5,S,Mr,0,1,True,False,False,False
493,0.0,1,male,71.0,0,0,49.5042,C,Mr,1,1,True,False,False,False
494,0.0,3,male,21.0,0,0,8.05,S,Mr,0,1,True,False,False,False
495,0.0,3,male,30.0,0,0,14.4583,C,Mr,0,1,True,False,False,False
496,1.0,1,female,54.0,1,0,78.2667,C,Miss,0,2,False,True,False,False
497,0.0,3,male,30.0,0,0,15.1,S,Mr,0,1,True,False,False,False
498,0.0,1,female,25.0,1,2,151.55,S,Mrs,0,4,False,True,False,False
499,0.0,3,male,24.0,0,0,7.7958,S,Mr,0,1,True,False,False,False
500,0.0,3,male,17.0,0,0,8.6625,S,Mr,0,1,True,False,False,False
501,0.0,3,female,21.0,0,0,7.75,Q,Miss,0,1,True,False,False,False
502,0.0,3,female,22.0,0,0,7.6292,Q,Miss,0,1,True,False,False,False
503,0.0,3,female,37.0,0,0,9.5875,S,Miss,0,1,True,False,False,False
504,1.0,1,female,16.0,0,0,86.5,S,Miss,0,1,True,False,False,False
505,0.0,1,male,18.0,1,0,108.9,C,Mr,0,2,False,True,False,False
506,1.0,2,female,33.0,0,2,26.0,S,Mrs,0,3,False,True,False,False
507,1.0,1,male,30.0,0,0,26.55,S,Mr,0,1,True,False,False,False
508,0.0,3,male,28.0,0,0,22.525,S,Mr,0,1,True,False,False,False
509,1.0,3,male,26.0,0,0,56.4958,S,Mr,0,1,True,False,False,False
510,1.0,3,male,29.0,0,0,7.75,Q,Mr,0,1,True,False,False,False
511,0.0,3,male,30.0,0,0,8.05,S,Mr,0,1,True,False,False,False
512,1.0,1,male,36.0,0,0,26.2875,S,Mr,0,1,True,False,False,False
513,1.0,1,female,54.0,1,0,59.4,C,Mrs,0,2,False,True,False,False
514,0.0,3,male,24.0,0,0,7.4958,S,Mr,0,1,True,False,False,False
515,0.0,1,male,47.0,0,0,34.0208,S,Mr,0,1,True,False,False,False
516,1.0,2,female,34.0,0,0,10.5,S,Mrs,0,1,True,False,False,False
517,0.0,3,male,30.0,0,0,24.15,Q,Mr,0,1,True,False,False,False
518,1.0,2,female,36.0,1,0,26.0,S,Mrs,0,2,False,True,False,False
519,0.0,3,male,32.0,0,0,7.8958,S,Mr,0,1,True,False,False,False
520,1.0,1,female,30.0,0,0,93.5,S,Miss,0,1,True,False,False,False
521,0.0,3,male,22.0,0,0,7.8958,S,Mr,0,1,True,False,False,False
522,0.0,3,male,30.0,0,0,7.225,C,Mr,0,1,True,False,False,False
523,1.0,1,female,44.0,0,1,57.9792,C,Mrs,0,2,False,True,False,False
524,0.0,3,male,30.0,0,0,7.2292,C,Mr,0,1,True,False,False,False
525,0.0,3,male,40.5,0,0,7.75,Q,Mr,0,1,True,False,False,False
526,1.0,2,female,50.0,0,0,10.5,S,Miss,0,1,True,False,False,False
527,0.0,1,male,30.0,0,0,221.7792,S,Mr,0,1,True,False,False,False
528,0.0,3,male,39.0,0,0,7.925,S,Mr,0,1,True,False,False,False
529,0.0,2,male,23.0,2,1,11.5,S,Mr,0,4,False,True,False,False
530,1.0,2,female,2.0,1,1,26.0,S,Miss,0,3,False,True,False,False
531,0.0,3,male,30.0,0,0,7.2292,C,Mr,0,1,True,False,False,False
532,0.0,3,male,17.0,1,1,7.2292,C,Mr,0,3,False,True,False,False
533,1.0,3,female,35.5,0,2,22.3583,C,Mrs,0,3,False,True,False,False
534,0.0,3,female,30.0,0,0,8.6625,S,Miss,0,1,True,False,False,False
535,1.0,2,female,7.0,0,2,26.25,S,Miss,0,3,False,True,False,False
536,0.0,1,male,45.0,0,0,26.55,S,Mr,0,1,True,False,False,False
537,1.0,1,female,30.0,0,0,106.425,C,Miss,0,1,True,False,False,False
538,0.0,3,male,30.0,0,0,14.5,S,Mr,0,1,True,False,False,False
539,1.0,1,female,22.0,0,2,49.5,C,Miss,0,3,False,True,False,False
540,1.0,1,female,36.0,0,2,71.0,S,Miss,0,3,False,True,False,False
541,0.0,3,female,9.0,4,2,31.275,S,Miss,0,7,False,False,False,True
542,0.0,3,female,11.0,4,2,31.275,S,Miss,0,7,False,False,False,True
543,1.0,2,male,32.0,1,0,26.0,S,Mr,0,2,False,True,False,False
544,0.0,1,male,50.0,1,0,106.425,C,Mr,0,2,False,True,False,False
545,0.0,1,male,64.0,0,0,26.0,S,Mr,0,1,True,False,False,False
546,1.0,2,female,19.0,1,0,26.0,S,Mrs,0,2,False,True,False,False
547,1.0,2,male,30.0,0,0,13.8625,C,Mr,0,1,True,False,False,False
548,0.0,3,male,33.0,1,1,20.525,S,Mr,0,3,False,True,False,False
549,1.0,2,male,8.0,1,1,36.75,S,Master,0,3,False,True,False,False
550,1.0,1,male,17.0,0,2,110.8833,C,Mr,0,3,False,True,False,False
551,0.0,2,male,27.0,0,0,26.0,S,Mr,0,1,True,False,False,False
552,0.0,3,male,30.0,0,0,7.8292,Q,Mr,0,1,True,False,False,False
553,1.0,3,male,22.0,0,0,7.225,C,Mr,0,1,True,False,False,False
554,1.0,3,female,22.0,0,0,7.775,S,Miss,0,1,True,False,False,False
555,0.0,1,male,62.0,0,0,26.55,S,Mr,0,1,True,False,False,False
556,1.0,1,female,48.0,1,0,39.6,C,Mrs,0,2,False,True,False,False
557,0.0,1,male,30.0,0,0,227.525,C,Mr,0,1,True,False,False,False
558,1.0,1,female,39.0,1,1,79.65,S,Mrs,0,3,False,True,False,False
559,1.0,3,female,36.0,1,0,17.4,S,Mrs,0,2,False,True,False,False
560,0.0,3,male,30.0,0,0,7.75,Q,Mr,0,1,True,False,False,False
561,0.0,3,male,40.0,0,0,7.8958,S,Mr,0,1,True,False,False,False
562,0.0,2,male,28.0,0,0,13.5,S,Mr,0,1,True,False,False,False
563,0.0,3,male,30.0,0,0,8.05,S,Mr,0,1,True,False,False,False
564,0.0,3,female,22.0,0,0,8.05,S,Miss,0,1,True,False,False,False
565,0.0,3,male,24.0,2,0,24.15,S,Mr,0,3,False,True,False,False
566,0.0,3,male,19.0,0,0,7.8958,S,Mr,0,1,True,False,False,False
567,0.0,3,female,29.0,0,4,21.075,S,Mrs,0,5,False,False,True,False
568,0.0,3,male,30.0,0,0,7.2292,C,Mr,0,1,True,False,False,False
569,1.0,3,male,32.0,0,0,7.8542,S,Mr,0,1,True,False,False,False
570,1.0,2,male,62.0,0,0,10.5,S,Mr,0,1,True,False,False,False
571,1.0,1,female,53.0,2,0,51.4792,S,Mrs,0,3,False,True,False,False
572,1.0,1,male,36.0,0,0,26.3875,S,Mr,0,1,True,False,False,False
573,1.0,3,female,22.0,0,0,7.75,Q,Miss,0,1,True,False,False,False
574,0.0,3,male,16.0,0,0,8.05,S,Mr,0,1,True,False,False,False
575,0.0,3,male,19.0,0,0,14.5,S,Mr,0,1,True,False,False,False
576,1.0,2,female,34.0,0,0,13.0,S,Miss,0,1,True,False,False,False
577,1.0,1,female,39.0,1,0,55.9,S,Mrs,0,2,False,True,False,False
578,0.0,3,female,35.5,1,0,14.4583,C,Mrs,0,2,False,True,False,False
579,1.0,3,male,32.0,0,0,7.925,S,Mr,0,1,True,False,False,False
580,1.0,2,female,25.0,1,1,30.0,S,Miss,0,3,False,True,False,False
581,1.0,1,female,39.0,1,1,110.8833,C,Mrs,0,3,False,True,False,False
582,0.0,2,male,54.0,0,0,26.0,S,Mr,0,1,True,False,False,False
583,0.0,1,male,36.0,0,0,40.125,C,Mr,0,1,True,False,False,False
584,0.0,3,male,30.0,0,0,8.7125,C,Mr,0,1,True,False,False,False
585,1.0,1,female,18.0,0,2,79.65,S,Miss,0,3,False,True,False,False
586,0.0,2,male,47.0,0,0,15.0,S,Mr,0,1,True,False,False,False
587,1.0,1,male,60.0,1,1,79.2,C,Mr,0,3,False,True,False,False
588,0.0,3,male,22.0,0,0,8.05,S,Mr,0,1,True,False,False,False
589,0.0,3,male,30.0,0,0,8.05,S,Mr,0,1,True,False,False,False
590,0.0,3,male,35.0,0,0,7.125,S,Mr,0,1,True,False,False,False
591,1.0,1,female,52.0,1,0,78.2667,C,Mrs,0,2,False,True,False,False
592,0.0,3,male,47.0,0,0,7.25,S,Mr,0,1,True,False,False,False
593,0.0,3,female,22.0,0,2,7.75,Q,Miss,0,3,False,True,False,False
594,0.0,2,male,37.0,1,0,26.0,S,Mr,0,2,False,True,False,False
595,0.0,3,male,36.0,1,1,24.15,S,Mr,0,3,False,True,False,False
596,1.0,2,female,22.0,0,0,33.0,S,Miss,0,1,True,False,False,False
597,0.0,3,male,49.0,0,0,0.0,S,Mr,0,1,True,False,False,False
598,0.0,3,male,30.0,0,0,7.225,C,Mr,0,1,True,False,False,False
599,1.0,1,male,49.0,1,0,56.9292,C,Mr,0,2,False,True,False,False
600,1.0,2,female,24.0,2,1,27.0,S,Mrs,0,4,False,True,False,False
601,0.0,3,male,30.0,0,0,7.8958,S,Mr,0,1,True,False,False,False
602,0.0,1,male,30.0,0,0,42.4,S,Mr,0,1,True,False,False,False
603,0.0,3,male,44.0,0,0,8.05,S,Mr,0,1,True,False,False,False
604,1.0,1,male,35.0,0,0,26.55,C,Mr,0,1,True,False,False,False
605,0.0,3,male,36.0,1,0,15.55,S,Mr,0,2,False,True,False,False
606,0.0,3,male,30.0,0,0,7.8958,S,Mr,0,1,True,False,False,False
607,1.0,1,male,27.0,0,0,30.5,S,Mr,0,1,True,False,False,False
608,1.0,2,female,22.0,1,2,41.5792,C,Mrs,0,4,False,True,False,False
609,1.0,1,female,40.0,0,0,153.4625,S,Miss,0,1,True,False,False,False
610,0.0,3,female,39.0,1,5,31.275,S,Mrs,0,7,False,False,False,True
611,0.0,3,male,30.0,0,0,7.05,S,Mr,0,1,True,False,False,False
612,1.0,3,female,22.0,1,0,15.5,Q,Miss,0,2,False,True,False,False
613,0.0,3,male,30.0,0,0,7.75,Q,Mr,0,1,True,False,False,False
614,0.0,3,male,35.0,0,0,8.05,S,Mr,0,1,True,False,False,False
615,1.0,2,female,24.0,1,2,65.0,S,Miss,0,4,False,True,False,False
616,0.0,3,male,34.0,1,1,14.4,S,Mr,0,3,False,True,False,False
617,0.0,3,female,26.0,1,0,16.1,S,Mrs,0,2,False,True,False,False
618,1.0,2,female,4.0,2,1,39.0,S,Miss,0,4,False,True,False,False
619,0.0,2,male,26.0,0,0,10.5,S,Mr,0,1,True,False,False,False
620,0.0,3,male,27.0,1,0,14.4542,C,Mr,0,2,False,True,False,False
621,1.0,1,male,42.0,1,0,52.5542,S,Mr,0,2,False,True,False,False
622,1.0,3,male,20.0,1,1,15.7417,C,Mr,0,3,False,True,False,False
623,0.0,3,male,21.0,0,0,7.8542,S,Mr,0,1,True,False,False,False
624,0.0,3,male,21.0,0,0,16.1,S,Mr,0,1,True,False,False,False
625,0.0,1,male,61.0,0,0,32.3208,S,Mr,0,1,True,False,False,False
626,0.0,2,male,57.0,0,0,12.35,Q,Mr,0,1,True,False,False,False
627,1.0,1,female,21.0,0,0,77.9583,S,Miss,0,1,True,False,False,False
628,0.0,3,male,26.0,0,0,7.8958,S,Mr,0,1,True,False,False,False
629,0.0,3,male,30.0,0,0,7.7333,Q,Mr,0,1,True,False,False,False
630,1.0,1,male,80.0,0,0,30.0,S,Mr,1,1,True,False,False,False
631,0.0,3,male,51.0,0,0,7.0542,S,Mr,0,1,True,False,False,False
632,1.0,1,male,32.0,0,0,30.5,C,Mr,0,1,True,False,False,False
633,0.0,1,male,30.0,0,0,0.0,S,Mr,0,1,True,False,False,False
634,0.0,3,female,9.0,3,2,27.9,S,Miss,0,6,False,False,True,False
635,1.0,2,female,28.0,0,0,13.0,S,Miss,0,1,True,False,False,False
636,0.0,3,male,32.0,0,0,7.925,S,Mr,0,1,True,False,False,False
637,0.0,2,male,31.0,1,1,26.25,S,Mr,0,3,False,True,False,False
638,0.0,3,female,41.0,0,5,39.6875,S,Mrs,0,6,False,False,True,False
639,0.0,3,male,30.0,1,0,16.1,S,Mr,0,2,False,True,False,False
640,0.0,3,male,20.0,0,0,7.8542,S,Mr,0,1,True,False,False,False
641,1.0,1,female,24.0,0,0,69.3,C,Miss,0,1,True,False,False,False
642,0.0,3,female,2.0,3,2,27.9,S,Miss,0,6,False,False,True,False
